userid,username,hashed_password,role,question1,answer1_hash,question2,answer2_hash,question3,answer3_hash,parent_id
0e6b5d75-dca2-4dc6-8ec0-003e2c1bf40d,taha,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,STUDENT,What is your pet’s name?,148de9c5a7a44d19e56cd9ae1a554bf67847afb0c58f6e12fa29ac7ddfca9940,What is your pet’s name?,148de9c5a7a44d19e56cd9ae1a554bf67847afb0c58f6e12fa29ac7ddfca9940,What is your pet’s name?,148de9c5a7a44d19e56cd9ae1a554bf67847afb0c58f6e12fa29ac7ddfca9940
22e76a86-d7ed-45a7-a1ed-0d21567a29e9,Jake,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,STUDENT,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d
79874b75-bc16-480c-bac0-2bd7c01e1ba7,obaid,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,STUDENT,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d
4fa44d48-ef35-4b77-b5d3-0de7e78b80a7,Haroon,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,TEACHER,What is your pet’s name?,cd6357efdd966de8c0cb2f876cc89ec74ce35f0968e11743987084bd42fb8944,What is your pet’s name?,cd6357efdd966de8c0cb2f876cc89ec74ce35f0968e11743987084bd42fb8944,What is your pet’s name?,cd6357efdd966de8c0cb2f876cc89ec74ce35f0968e11743987084bd42fb8944
d3e7ef0f-85e5-4ddf-87de-81976d1be484,Haroon1,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,TEACHER,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d
3ec85792-dfc5-4bb6-9d03-15fd4cc91375,roy,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,TEACHER,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d
21a99380-43e0-4532-a9dd-7512d15a8b05,taha3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,STUDENT,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d,What is your mother’s maiden name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d,What was your first school?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d
44e988d8-7118-4a81-a11a-9239a9f23eca,taha34,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,STUDENT,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d,What is your mother’s maiden name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d,What was your first school?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d
65900dea-db53-48b2-83c8-f9ad790d5a08,fan,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,TEACHER,What is your pet’s name?,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,What is your pet’s name?,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,What is your pet’s name?,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce
b12e918c-048e-4f63-8066-0b62dfb6253d,Aroona,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,TEACHER,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d,What is your pet’s name?,3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d
